|codigo|fecha|titular|detalle|texto
23|article242755|2014-06-07 00:00:00|Kurt Reintsch será cautelado por estafa a la Cooperativa San Luis|Demanda. Existen 200 solicitudes de conexión de Tv cable por día|Cotel ofertará desde el miércoles dos paquetes de canales HD (Alta Definición) para disfrutar los partidos del Mundial de Fútbol Brasil 2014 con un costo adicional a la tarifa de Tv cable. También prepara un plan para ver el evento en teléfonos inteligentes y laptops ingresando a su portal web. El presidente de la Cooperativa de Teléfonos La Paz (Cotel), Fabián Guillén, informó a La Razón que al tener en La Paz la exclusividad de la transmisión de los partidos del Mundial de Fútbol Brasil 2014, sus usuarios podrán acceder desde el miércoles a dos paquetes de canales HD para observar el evento deportivo desde sus hogares. Detalló que Cotel Tv lanzará ese día su señal digital y brindará tres planes de canales de alta definición. El primero es señal HD, que tiene tres canales y uno para ver el torneo mundial a un costo mensual de Bs 37, el cual es adicional a la tarifa que se paga por el servicio de televisión por cable.  El segundo es Mundial HD, que tiene un solo canal para disfrutar la copa y cuesta por el mes que dure el torneo Bs 35. Agregó que hay un tercer plan de seis canales HD de Moviecity (sin Mundial) a un costo mensual de Bs 45. El ejecutivo explicó que los usuarios interesados en adquirir los paquetes pueden solicitar el servicio en la cooperativa telefónica. La instalación se realizará de forma gratuita y se otorgará al cliente un decodificador en calidad de comodato (contrato por el cual el usuario deberá devolver el equipo como fue entregado). “Con el servicio la idea es brindar un servicio adicional y de alta calidad a nuestros clientes. Además que con la señal digital podemos ofertar más paquetes que se diferencien y que tengan canales exclusivos”, manifestó. Guillén precisó que para acceder a los canales HD los usuarios tienen que suscribirse a los paquetes que tiene Cotel Tv. El primero es el paquete A, que tiene un costo mensual de Bs 184 y tiene 101 canales, y el B, que tiene 62 canales y tiene un precio de Bs 134,50. Los usuarios de esos paquetes además podrán acceder a un canal normal para disfrutar de la competencia más importante que organiza la FIFA. None A decir de Guillén, el servicio de televisión por cable es “un buen negocio, porque en éste tenemos más usuarios y nos da mayores ingresos”. Detalló que en la actualidad Cotel Tv tiene en La Paz una participación de mercado del 75% y su tendencia es al alza.  El presidente de Cotel adelantó también que se están efectuando las últimas pruebas para que sus clientes en La Paz vean los partidos de la competencia mundial en sus smartphones o teléfonos inteligentes, computadores y tablets ingresando a la página web de la telefónica. Para ello, dijo que se les dará un código de acceso y se usará la tecnología IPTV. Se prevé que el sistema funcione antes del 12 de junio, cuando se iniciará el Mundial 2014. La nueva tecnología Concepto El presidente de la telefónica dijo que la tecnología IPTV (Internet Protocol Television) está compuesta por sistemas de distribución por suscripción de señales de televisión o video utilizando conexiones de banda ancha.
24|article242712|2014-06-07 00:00:00|Cotel ofertará dos paquetes para ver el Mundial en HD|Demanda. Existen 200 solicitudes de conexión de Tv cable por día|Cotel ofertará desde el miércoles dos paquetes de canales HD (Alta Definición) para disfrutar los partidos del Mundial de Fútbol Brasil 2014 con un costo adicional a la tarifa de Tv cable. También prepara un plan para ver el evento en teléfonos inteligentes y laptops ingresando a su portal web. El presidente de la Cooperativa de Teléfonos La Paz (Cotel), Fabián Guillén, informó a La Razón que al tener en La Paz la exclusividad de la transmisión de los partidos del Mundial de Fútbol Brasil 2014, sus usuarios podrán acceder desde el miércoles a dos paquetes de canales HD para observar el evento deportivo desde sus hogares. Detalló que Cotel Tv lanzará ese día su señal digital y brindará tres planes de canales de alta definición. El primero es señal HD, que tiene tres canales y uno para ver el torneo mundial a un costo mensual de Bs 37, el cual es adicional a la tarifa que se paga por el servicio de televisión por cable.  El segundo es Mundial HD, que tiene un solo canal para disfrutar la copa y cuesta por el mes que dure el torneo Bs 35. Agregó que hay un tercer plan de seis canales HD de Moviecity (sin Mundial) a un costo mensual de Bs 45. El ejecutivo explicó que los usuarios interesados en adquirir los paquetes pueden solicitar el servicio en la cooperativa telefónica. La instalación se realizará de forma gratuita y se otorgará al cliente un decodificador en calidad de comodato (contrato por el cual el usuario deberá devolver el equipo como fue entregado). “Con el servicio la idea es brindar un servicio adicional y de alta calidad a nuestros clientes. Además que con la señal digital podemos ofertar más paquetes que se diferencien y que tengan canales exclusivos”, manifestó. Guillén precisó que para acceder a los canales HD los usuarios tienen que suscribirse a los paquetes que tiene Cotel Tv. El primero es el paquete A, que tiene un costo mensual de Bs 184 y tiene 101 canales, y el B, que tiene 62 canales y tiene un precio de Bs 134,50. Los usuarios de esos paquetes además podrán acceder a un canal normal para disfrutar de la competencia más importante que organiza la FIFA. None A decir de Guillén, el servicio de televisión por cable es “un buen negocio, porque en éste tenemos más usuarios y nos da mayores ingresos”. Detalló que en la actualidad Cotel Tv tiene en La Paz una participación de mercado del 75% y su tendencia es al alza.  El presidente de Cotel adelantó también que se están efectuando las últimas pruebas para que sus clientes en La Paz vean los partidos de la competencia mundial en sus smartphones o teléfonos inteligentes, computadores y tablets ingresando a la página web de la telefónica. Para ello, dijo que se les dará un código de acceso y se usará la tecnología IPTV. Se prevé que el sistema funcione antes del 12 de junio, cuando se iniciará el Mundial 2014. La nueva tecnología Concepto El presidente de la telefónica dijo que la tecnología IPTV (Internet Protocol Television) está compuesta por sistemas de distribución por suscripción de señales de televisión o video utilizando conexiones de banda ancha.
25|article242690|2014-06-07 00:00:00|Operadores piden revisión de Ley de Turismo|Exigen la eliminación del artículo 28, que crea una tasa administrativa|Doce operadores turísticos privados piden la revisión de los reglamentos de la Ley de Turismo. Además, los operadores turísticos se encuentran en estado de emergencia y exigen la derogatoria del Decreto 2005 que crea la Empresa Pública Boliviana de Turismo. Según las empresas que prestan servicios de turismo, la empresa estatal monopolizará el mercado y será una competencia desleal para el sector debido a que comercializará pasajes aéreos. Ayer emitieron un comunicado en conferencia de prensa firmada por 12 organizaciones en la que ratificaron esa posición, pero además exigen que la actividad turística pase al Ministerio de  Desarrollo Productivo y Economía Plural, porque es un sector productivo y generador de divisas para el país. Actualmente, ese sector es regulado y fiscalizado por el Ministerio de Culturas.  “Una vez ubicados en el ministerio que nos corresponde, pedimos terminar de revisar los reglamentos de la Ley de Turismo con todo el sector y no separados, como lo han estado haciendo hasta ahora”, indica el comunicado.  Norma. El sector turístico pide la abrogación del artículo 28 de la Ley de Turismo que crea una tasa administrativa que debe pagar el sector al Tesoro General de la Nación (TGN), adonde ya va el Impuesto a las Salidas Aéreas al Exterior (ISAE), que originalmente era para turismo, pero “que jamás se ha usado a favor del sector que lo creó”, dice el pronunciamiento.  Las empresas sostienen que esta tasa estaría también financiando a la desleal competencia de la empresa pública de turismo. La Razón intentó comunicarse con el ministro de Culturas, Pablo Groux, pero su asistente informó que estaba en una reunión.  Claudia Rivera Rodríguez, presidenta de la Cámara Nacional de Operadores de Turismo Receptivo (Canotur), ratificó el rechazo del sector a la creación de la empresa estatal y dijo que se ha enviado una carta al presidente Evo Morales solicitando la anulación del decreto y la incorporación al Ministerio de Desarrollo Productivo. Enfatizó que solo una reunión con el Jefe del Estado puede resolver el conflicto, porque le han dado información errónea sobre las cifras del turismo en Bolivia.  El presidente de la Asociación de Turismo Receptivo (Abatur), Juan Carlos Aranda, precisó que no existen 1,2 millones de turistas que llegan al país, como le han dicho al presidente Morales. “Han contabilizado hasta el flujo migratorio donde se incluye hasta comerciantes”, y que es muy diferente al “flujo de turistas” que, según el Instituto Nacional de Estadística (INE), apenas llega a unos 500.000 anualmente. Todos los sectores turísticos protestaron contra la empresa pública.
26|article242690|/ 17 de enero de 1977|Operadores piden revisión de Ley de Turismo|Exigen la eliminación del artículo 28, que crea una tasa administrativa|Doce operadores turísticos privados piden la revisión de los reglamentos de la Ley de Turismo. Además, los operadores turísticos se encuentran en estado de emergencia y exigen la derogatoria del Decreto 2005 que crea la Empresa Pública Boliviana de Turismo. Según las empresas que prestan servicios de turismo, la empresa estatal monopolizará el mercado y será una competencia desleal para el sector debido a que comercializará pasajes aéreos. Ayer emitieron un comunicado en conferencia de prensa firmada por 12 organizaciones en la que ratificaron esa posición, pero además exigen que la actividad turística pase al Ministerio de  Desarrollo Productivo y Economía Plural, porque es un sector productivo y generador de divisas para el país. Actualmente, ese sector es regulado y fiscalizado por el Ministerio de Culturas.  “Una vez ubicados en el ministerio que nos corresponde, pedimos terminar de revisar los reglamentos de la Ley de Turismo con todo el sector y no separados, como lo han estado haciendo hasta ahora”, indica el comunicado.  Norma. El sector turístico pide la abrogación del artículo 28 de la Ley de Turismo que crea una tasa administrativa que debe pagar el sector al Tesoro General de la Nación (TGN), adonde ya va el Impuesto a las Salidas Aéreas al Exterior (ISAE), que originalmente era para turismo, pero “que jamás se ha usado a favor del sector que lo creó”, dice el pronunciamiento.  Las empresas sostienen que esta tasa estaría también financiando a la desleal competencia de la empresa pública de turismo. La Razón intentó comunicarse con el ministro de Culturas, Pablo Groux, pero su asistente informó que estaba en una reunión.  Claudia Rivera Rodríguez, presidenta de la Cámara Nacional de Operadores de Turismo Receptivo (Canotur), ratificó el rechazo del sector a la creación de la empresa estatal y dijo que se ha enviado una carta al presidente Evo Morales solicitando la anulación del decreto y la incorporación al Ministerio de Desarrollo Productivo. Enfatizó que solo una reunión con el Jefe del Estado puede resolver el conflicto, porque le han dado información errónea sobre las cifras del turismo en Bolivia.  El presidente de la Asociación de Turismo Receptivo (Abatur), Juan Carlos Aranda, precisó que no existen 1,2 millones de turistas que llegan al país, como le han dicho al presidente Morales. “Han contabilizado hasta el flujo migratorio donde se incluye hasta comerciantes”, y que es muy diferente al “flujo de turistas” que, según el Instituto Nacional de Estadística (INE), apenas llega a unos 500.000 anualmente. Todos los sectores turísticos protestaron contra la empresa pública.
27|article242708|2014-06-07 00:00:00|Operadores piden revisión de Ley de Turismo|El pasado 29 de mayo, el ministro de Minería, César Navarro, anunció que  su despacho iniciará una auditoría al interior de la Comibol, para  identificar a funcionarios que hayan incurrido en tráfico de influencias  e iniciar acciones legales de manera individual.|El presidente de la Corporación Minera de Bolivia (Comibol), Marcelino Quispe, informó el viernes que se prevé auditar los últimos 15 años de la administración de esa institución, dependiente del Ministerio de Minería, para identificar posible tráfico de influencias. «Se tiene programado de acá a 15 años atrás, eso está todavía en una mesa técnica de reunión para definir exactamente y las secciones correspondientes, había anteriormente una oficina de contratos y todas las reparticiones que impliquen la verificación de estos actuados», informó a los periodistas. El pasado 29 de mayo, el ministro de Minería, César Navarro, anunció que su despacho iniciará una auditoría al interior de la Comibol, para identificar a funcionarios que hayan incurrido en tráfico de influencias e iniciar acciones legales de manera individual. Ese día, Navarro dijo que con la auditoría se busca anular de manera «estructural y efectiva» cualquier irregularidad al interior de esa institución. «Porque si no hacemos aquello, la minera más que generador de riqueza está generando la constitución de subestructuras de poder económico para beneficio de grupos’, remarcó.
28|article242708|2014-06-06 00:00:00|Operadores piden revisión de Ley de Turismo|Kurt Reintsch fue aprehendido el jueves por una denuncia de estafa vinculada a la  Cooperativa San Luis y espera una audiencia de medidas cautelares, donde  será definida su situación legal.|El presidente del club The Strongest, Kurt Reintsch, sufrió la tarde de hoy una descompensación por lo que fue internado de emergencia en la clínica policial Virgen de Copacabana de Santa Cruz. El empresario fue aprehendido el jueves por una denuncia de estafa vinculada a la Cooperativa San Luis y espera una audiencia de medidas cautelares, donde será definida su situación legal. La audiencia cautelar del empresario debió llevarse adelante hoy, pero fue suspendida, según se informó desde la capital oriental. Reintsch permaneció en celdas de la Fuerza Especial de Lucha Contra el Crimen (FELCC) hasta sufrir la descompensación. El dirigente deportivo es acusado por el delito de estafa, por haber adquirido activos fijos, entre ellos vehículos, y cancelados con cheques sin fondo. La presidenta de la Comisión Liquidadora de la Cooperativa San Luis, Isabel Carrasco, indicó el jueves que el presidente del club The Strongest debe a la entidad alrededor de $us 11 millones por una cartera de créditos.
29|article242585|2014-06-06 00:00:00|Auditarán últimos 15 años de Comibol para investigar tráfico de influencias|"El viceministro de Desarrollo Productivo, Víctor Hugo Vásquez, afirmó  que ""la subida de precios es temporal"" e hizo un llamado a las  intendencias municipales a controlar la venta a un precio justo"|El dirigente de los trabajadores fabriles Vitaliano Mamani justificó este viernes el incremento de 15 bolivianos en el precio del quintal de azúcar y dijo que es una «recuperación del precio fijado». Mamani explico que el precio del quintal de azúcar, fue fijado en 238 bolivianos, pero la sobre oferta del producto bajo el precio a 160 bolivianos. «Lo que se está haciendo es recuperar el precio fijado y ni siquiera estamos llegando a los 238, sino encuentras en 190 bolivianos puestos en ingenio», dijo. El dirigente expresó su preocupación por el retraso en la zafra de la caña de azúcar en los cuatro ingenios existentes en el país, esto debido a las lluvias que se registran en el oriente que inundaron los campos de cultivos y dañaron los caminos. «Hay retraso de dos meses en la molienda eso nos preocupa (…) hasta ahora no se ha iniciado la zafra azucarera en ninguno de los cuatro ingenios porque los cañaverales están llenos de agua no se puede ingresar con maquinaria», dijo. El dirigente aseguro a pesar de esos problemas existe azúcar almacenada de la zafra 2013 para cubrir la demanda interna, mientras pase el mal clima y se inicie la cosecha de esta gestión. Por su parte, el viceministro de Desarrollo productivo Víctor Hugo Vásquez, afirmó que «la subida de precios es temporal» e hizo un llamado a las intendencias municipales a controlar que los productos y sean vendidos a precios justos. «Queremos decir a la población que existe suficiente producción de azúcar y de pollo y en ese sentido no tiene ninguna razón y fundamento de subir los precios más allá de los que han venido fluctuando entre 10 a 15 bolivianos y el estado va a garantizar», dijo. Los precios de varios productos de la canasta familiar registraron una elevación de más del 50 por ciento, en los centros de abasto de gran parte del país, es el caso de la carne de res, pollo y ahora el azúcar.
30|article242479|2014-06-06 00:00:00|Bonos del BCB retiraron del mercado 500 millones de dólares en cinco meses|"El bono ""BCB Directo"", para montos inferiores a 200.000 bolivianos,  se encuentra disponible a plazos de 91, 182 y 364 días, con rendimientos  de 3,75, 4,5 y 6%, respectivamente. Cada valor cuesta 1.000 bolivianos."|None «Estamos con más de 500 millones (de dólares) de retiro neto que hizo con los bonos BCB directo, anteriormente que se hizo con el BCB navideño y con el BCB Plus, a mayo, es una cantidad histórica», declaró a la agencia ABI. Según Zabalaga, el retiro de liquidez del mercado interno permite controlar la presión inflacionaria en el país. Ayer, el BCB anunció el incremento de 4,7 a 5% la tasa de interés que ofrece en los bonos «BCB Plus», «una alternativa confiable y segura de inversión para montos superiores a 200.000 bolivianos». El bono «BCB Directo», para montos inferiores a 200.000 bolivianos, se encuentra disponible a plazos de 91, 182 y 364 días, con rendimientos de 3,75, 4,5 y 6%, respectivamente. Cada valor cuesta 1.000 bolivianos. Por otro lado, el Presidente del BCB pronosticó que «en cualquier momento vamos a superar» la barrera de los 15.000 millones de dólares en Reservas Internacionales Netas (RIN), cuyo monto actual asciende a 14.545 millones de dólares, según datos oficiales. «Tenemos espaldas muy grandes, que representa la capacidad de pago de nuestras deudas, tenemos casi el 50% del PIB en reservas», remarcó. De acuerdo con proyecciones del Ministerio de Economía, el PIB de Bolivia subirá este año de 28.704 millones a 31.083 millones de dólares.
31|article242479|2014-06-06 00:00:00|Bonos del BCB retiraron del mercado 500 millones de dólares en cinco meses|El presidente de la CAF-Banco de Desarrollo de América Latina, Enrique García, envió una carta al presidente Evo Morales en la que destaca la mejora en la calificación de riesgo país|La CAF-Banco de Desarrollo de América Latina destacó que Bolivia haya logrado la calificación  BB, de la calificadora internacional de riesgo estadounidense Standard & Poor’s Ratings Services (S&P), porque es muestra de la solidez de su economía, de las perspectivas de crecimiento y una señal positiva para la inversión. El presidente del organismo regional, el boliviano Enrique García, envió al presidente Evo Morales una misiva a través de la cual valora el logro de su administración en el manejo de la economía. Morales leyó la carta en el acto de inicio de obras de una cancha de césped sintético, en Viacha, La Paz, para maestros rurales, en el Día del Maestro. La calificadora internacional elevó la calificación de riesgo de BB- a BB, una ubicación que Bolivia alcanzó por primera vez. Entre los elementos confluyentes para el logro, según el reporte de la entidad publicado por La Razón el 16 de mayo, están la resistencia económica ante los shocks negativos, superávits fiscales desde 2006, y el descenso en el nivel de la deuda neta del gobierno. García expresó que la administración boliviana puede contar “en todo momento” con la CAF-Banco de Desarrollo de América Latina para la construcción de “un país cada vez más prospero e incluyente”. “Esta calificación ratifica la solidez de la economía boliviana, las perspectivas  de su crecimiento futuro, la confianza de los inversionistas en el país y la continuidad de las políticas  gubernamentales”, sostiene García en la misiva leída por Morales para destacar el crecimiento económico y la redistribución de los ingresos. Morales valoró el reconocimiento internacional a las políticas que encara y sus resultados. “Para el crecimiento hay que garantizar la inversión pública, que garantiza la estabilidad económica sin descuidar la parte social. Además de eso, del crecimiento económico, esa riqueza que se genera por el trabajo de los bolivianos y bolivianas no se privatiza, tampoco se exporta; la riqueza se queda en Bolivia para de esa manera resolver paulatinamente las demanda sociales”, sostuvo en el acto transmitido por los medios de comunicación estatales. Bolivia empezó en 2006 un proceso de nacionalización de empresas estratégicas en áreas como hidrocarburos. La economía registró en 2013 un crecimiento de 6,83%, superando las previsiones oficiales, mientras que entre enero y abril de este año bordeó el 6%.    
32|article242489|2014-06-06 00:00:00|La CAF destaca calificación de riesgo BB de Bolivia porque muestra solidez de la economía|Juicio. El juez definirá si es aprehendido y va a medidas cautelares|Kurt Reintsch, presidente del club deportivo The Strongest, fue detenido la tarde de ayer por efectivos de la Policía para que responda por una supuesta estafa en la adquisición de activos fijos a una persona. La orden de aprehensión había sido librada por la Fiscalía, después de que el dirigente deportivo no asistió a dos citaciones para prestar sus declaraciones. Fue trasladado a dependencias de la Fuerza Especial de Lucha Contra el Crimen (FELCC) de esta capital. El abogado de los socios de la Cooperativa Financiera San Luis, Juan Carlos Diez, confirmó la aprehensión de Reintsch por una supuesta estafa a una tercera persona, que no tiene relación alguna con la entidad de crédito. El dirigente deportivo fue acusado de estafa el año pasado, pues habría adquirido activos fijos, entre ellos vehículos, y habría cancelado con cheques sin fondo. El fiscal Freddy Durán, que tomará la declaración informativa del empresario, será el encargado de evaluar si corresponde la presentación a medidas cautelares ante un juez cautelar para que defina su situación legal. El jurista adelantó que la aprehensión de Kurt será aprovechada por el fiscal José Parra que atiende el caso de San Luis para tomarle la declaración informativa en este caso, en el que tampoco se presentó a declarar. La presidenta de la Comisión Liquidadora de San Luis, Isabel Carrasco, recordó que Kurt adeuda a la financiera alrededor de $us 11 millones por la compra de una cartera de créditos sin dejar a cambio ninguna garantía real. Lo único que presentó fueron letras de cambio para retirar el dinero. Diez manifestó que cerca de 1.000 socios afectados con la quiebra financiera de San Luis realizarán vigilia en la FELCC a la espera de que la Fiscalía ordene la aprehensión de Reintsch. Cooperativa San  Denuncia La presidenta de la Comisión Liquidadora de San Luis indicó que Kurt Reintsch le debe a la entidad alrededor de $us 11 millones por una cartera de créditos.
33|article242489|2014-06-06 00:00:00|La CAF destaca calificación de riesgo BB de Bolivia porque muestra solidez de la economía|Operativo. El producto era de origen chino y llegó al país en cuatro contenedores|La Aduana Nacional de Bolivia (ANB) decomisó el miércoles cuatro contenedores que contenían 184.480 latas falsificadas de sardinas de la marca peruana “Lidita” y que tenían como destino el mercado interno. El producto era de origen chino. La presidenta de la ANB, Marlene Ardaya, informó ayer que gracias a las alertas aduaneras internacionales se pudo intervenir cuatro contenedores, en cuyo interior se encontraba este producto que pretendía ser comercializado en territorio nacional. “Se ha establecido que hubo ‘fraude marcario’ (falsificación de la marca) e incluso de origen (el producto es chino), lo cual ha determinado que existan medidas de frontera con cuatro contenedores que han sido intervenidos”, precisó la autoridad. En conferencia de prensa, la presidenta de la Aduana Nacional explicó que la mercancía fue embarcada en el puerto chino de Xia Men y tenía como destino la terminal portuaria chilena de Arica, de donde continuó su travesía hacia territorio boliviano. Operativo. En Tambo Quemado, la administración aduanera aplicó las “medidas de frontera” a los contenedores que posteriormente fueron escoltados por personal del Control Operativo Aduanero (COA) hasta recintos aduaneros de La Paz. Para este caso, se determinó la existencia de infracciones a temas de propiedad intelectual establecidos en el artículo 86 de la Ley General de Aduanas, complementado en el artículo 120 del reglamento de dicha norma que respeta los derechos de autor y la propiedad intelectual. Además se identificó incumplimiento del artículo 267 de la reglamentación aduanera que establece algunas condiciones para probar el origen de la mercancía. “Se prohíbe el ingreso de mercancías marcadas o rotuladas con un origen falso o con cualquier descripción o declaración falsa, incluidas las palabras u otros símbolos que tiendan a describir o identificar falsamente el origen. Los infractores serán procesados y sancionados de acuerdo a la ley”, indica uno de los párrafos de la normativa mencionada. La autoridad también informó de otro caso que se dio en julio de 2013 cuando se decomisó ropa deportiva y gafas falsificadas de origen chino, detectándose igualmente los ilícitos de “origen falso” y “fraude marcario”. “Si observamos el mapa hemos hecho un seguimiento (a la carga) desde el puerto de embarque Huangpu, luego Hong Kong y se ha ido al puerto del Callao, de allí extrañamente se ha ido al puerto de Arica”, recordó. En esa fecha, se decomisó dos contenedores con 1.961 cajas de zapatillas que habían sido internadas de contrabando y que, además, tenían etiquetas de marca falsificadas. La mercadería estaba consignada a nombre de Luis Moya Zárate, hermano del diputado por Oruro y disidente del Movimiento Al Socialismo (MAS), Ever Moya. El contenedor intervenido traía ropa deportiva y gafas de las marcas Puma, Nike, Adidas, Salvatore Ferrezano, entre otras. Ardaya manifestó que junto con el Servicio Nacional de Aduanas de Chile se ha monitoreado la mercancía observada desde cuando fue desembarcada en Arica hasta su arribo a Aduana Interior La Paz. Acero chino incautado por la ANB Delito El 19 de marzo, la presidenta de la Aduana Nacional de Bolivia (ANB), Marlene Ardaya, informó del decomiso de 681 toneladas de fierro chino que ingresaba al país como producto peruano. Es una “falsificación de certificado de origen” calificado como un hecho ilegal, explicó la autoridad. Valor Sobre el costo del producto, Ardaya manifestó en esa ocasión que aún se estaba valorando la mercadería, pero indicó que hay una factura de origen por $us 249.000. Autorizan destrucción de zapatillas  El miércoles, el Servicio Nacional de Propiedad Intelectual (Senapi) autorizó a la Aduana Nacional de Bolivia (ANB) que proceda a la destrucción de las zapatillas deportivas con marcas falsificadas decomisadas en julio de 2013. La presidenta de la ANB, Marlene Ardaya, informó ayer en conferencia de prensa que las zapatillas con marcas falsificadas serán destruidas en los próximos días. “El Senapi (Servicio Nacional de Propiedad Intelectual) ha fallado a favor de la Aduana para que se proceda con la destrucción de las zapatillas que se habían encontrado en una primera instancia por una alerta internacional a un despacho del señor Luis Mamerto Moya Zárate (sic)”, precisó. De acuerdo con la información oficial, los implicados en el caso serán procesados penalmente por las firmas afectadas. Antecedentes. En julio del año pasado,   el Control Operativo Aduanero (COA) decomisó dos contenedores con 1.961 cajas de zapatillas que habían sido internadas de contrabando y que tenían etiquetas de marcas falsificadas. La mercadería estaba consignada a nombre de Luis Moya Zárate, hermano del diputado disidente del Movimiento Al Socialismo Ever Moya Zárate. El 31 de marzo, el diputado orureño anunció su alejamiento de este partido político, supuestamente porque sus denuncias sobre corrupción en la Aduana Nacional no prosperaron en la vía legal. El 1 de abril, la titular de la ANB indicó —según un reporte de ANF— que en dos oportunidades se identificó que la empresa Pacific Steel, de propiedad del diputado orureño Ever Lucas Moya, subvaluó la mercadería que importó con el objetivo de reducir su pago tributario al Estado.
34|article242449|2014-06-06 00:00:00|Kurt Reintsch fue detenido en Santa Cruz por una denuncia de estafa|Operativo. El producto era de origen chino y llegó al país en cuatro contenedores|La Aduana Nacional de Bolivia (ANB) decomisó el miércoles cuatro contenedores que contenían 184.480 latas falsificadas de sardinas de la marca peruana “Lidita” y que tenían como destino el mercado interno. El producto era de origen chino. La presidenta de la ANB, Marlene Ardaya, informó ayer que gracias a las alertas aduaneras internacionales se pudo intervenir cuatro contenedores, en cuyo interior se encontraba este producto que pretendía ser comercializado en territorio nacional. “Se ha establecido que hubo ‘fraude marcario’ (falsificación de la marca) e incluso de origen (el producto es chino), lo cual ha determinado que existan medidas de frontera con cuatro contenedores que han sido intervenidos”, precisó la autoridad. En conferencia de prensa, la presidenta de la Aduana Nacional explicó que la mercancía fue embarcada en el puerto chino de Xia Men y tenía como destino la terminal portuaria chilena de Arica, de donde continuó su travesía hacia territorio boliviano. Operativo. En Tambo Quemado, la administración aduanera aplicó las “medidas de frontera” a los contenedores que posteriormente fueron escoltados por personal del Control Operativo Aduanero (COA) hasta recintos aduaneros de La Paz. Para este caso, se determinó la existencia de infracciones a temas de propiedad intelectual establecidos en el artículo 86 de la Ley General de Aduanas, complementado en el artículo 120 del reglamento de dicha norma que respeta los derechos de autor y la propiedad intelectual. Además se identificó incumplimiento del artículo 267 de la reglamentación aduanera que establece algunas condiciones para probar el origen de la mercancía. “Se prohíbe el ingreso de mercancías marcadas o rotuladas con un origen falso o con cualquier descripción o declaración falsa, incluidas las palabras u otros símbolos que tiendan a describir o identificar falsamente el origen. Los infractores serán procesados y sancionados de acuerdo a la ley”, indica uno de los párrafos de la normativa mencionada. La autoridad también informó de otro caso que se dio en julio de 2013 cuando se decomisó ropa deportiva y gafas falsificadas de origen chino, detectándose igualmente los ilícitos de “origen falso” y “fraude marcario”. “Si observamos el mapa hemos hecho un seguimiento (a la carga) desde el puerto de embarque Huangpu, luego Hong Kong y se ha ido al puerto del Callao, de allí extrañamente se ha ido al puerto de Arica”, recordó. En esa fecha, se decomisó dos contenedores con 1.961 cajas de zapatillas que habían sido internadas de contrabando y que, además, tenían etiquetas de marca falsificadas. La mercadería estaba consignada a nombre de Luis Moya Zárate, hermano del diputado por Oruro y disidente del Movimiento Al Socialismo (MAS), Ever Moya. El contenedor intervenido traía ropa deportiva y gafas de las marcas Puma, Nike, Adidas, Salvatore Ferrezano, entre otras. Ardaya manifestó que junto con el Servicio Nacional de Aduanas de Chile se ha monitoreado la mercancía observada desde cuando fue desembarcada en Arica hasta su arribo a Aduana Interior La Paz. Acero chino incautado por la ANB Delito El 19 de marzo, la presidenta de la Aduana Nacional de Bolivia (ANB), Marlene Ardaya, informó del decomiso de 681 toneladas de fierro chino que ingresaba al país como producto peruano. Es una “falsificación de certificado de origen” calificado como un hecho ilegal, explicó la autoridad. Valor Sobre el costo del producto, Ardaya manifestó en esa ocasión que aún se estaba valorando la mercadería, pero indicó que hay una factura de origen por $us 249.000. Autorizan destrucción de zapatillas  El miércoles, el Servicio Nacional de Propiedad Intelectual (Senapi) autorizó a la Aduana Nacional de Bolivia (ANB) que proceda a la destrucción de las zapatillas deportivas con marcas falsificadas decomisadas en julio de 2013. La presidenta de la ANB, Marlene Ardaya, informó ayer en conferencia de prensa que las zapatillas con marcas falsificadas serán destruidas en los próximos días. “El Senapi (Servicio Nacional de Propiedad Intelectual) ha fallado a favor de la Aduana para que se proceda con la destrucción de las zapatillas que se habían encontrado en una primera instancia por una alerta internacional a un despacho del señor Luis Mamerto Moya Zárate (sic)”, precisó. De acuerdo con la información oficial, los implicados en el caso serán procesados penalmente por las firmas afectadas. Antecedentes. En julio del año pasado,   el Control Operativo Aduanero (COA) decomisó dos contenedores con 1.961 cajas de zapatillas que habían sido internadas de contrabando y que tenían etiquetas de marcas falsificadas. La mercadería estaba consignada a nombre de Luis Moya Zárate, hermano del diputado disidente del Movimiento Al Socialismo Ever Moya Zárate. El 31 de marzo, el diputado orureño anunció su alejamiento de este partido político, supuestamente porque sus denuncias sobre corrupción en la Aduana Nacional no prosperaron en la vía legal. El 1 de abril, la titular de la ANB indicó —según un reporte de ANF— que en dos oportunidades se identificó que la empresa Pacific Steel, de propiedad del diputado orureño Ever Lucas Moya, subvaluó la mercadería que importó con el objetivo de reducir su pago tributario al Estado.
